LogType(v1.1),RootLogId,SubLogId,TransactionId,Instance,Operation,Status,User,Hostname,Protocol,Target,StartTime,ExecuteTime,ResponseCode,FullRequest,FullResponse,ReplayLogId
"internal","node11609220239330327CAI3G1_2","/3","","","MODIFY","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.33.912","00 00:00:00.013","0","","",""
"southbound","node11609220239330327CAI3G1_2","/3/1","","","MODIFY","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.33.913","00 00:00:00.012","0","dn: serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: modify
replace: GrpId
GrpId: Silver
GrpId: Outpackage
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
-
replace: SOpInf
SOpInf: operateTime:20150402000022
SOpInf: ulu_100G_1_01:101
SOpInf: ulu_100G_1_02:102
SOpInf: ulu_100G_1_03:103
SOpInf: ulu_100G_2_01:201
SOpInf: ulu_100G_3_01:301
SOpInf: ulu_100G_3_02:302
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
-
replace: CDC
CDC: 16
-
replace: CDC
CDC: 17","",""
"internal","node11609220239330327CAI3G1_2","/4","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.33.925","00 00:00:00.012","0","","",""
"southbound","node11609220239330327CAI3G1_2","/4/1","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.33.926","00 00:00:00.010","0","dn: GrpId=pg_feixin,serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: delete","",""
"northbound","node11609220239330328CAI3G1_2","","","ISDN=008615800000007","Get","SUCCESSFUL","admin","node1","CAI3G1_2","SAPC@http://www.chinamobile.com/PCRF/","2016-09-22 02.39.33.975","00 00:00:00.034","0","<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:getSubscriberAllService>
         <inPara>
            <subscriber>
                <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000007</value>
               </attribute>
            </subscriber>
         </inPara>
      </pcrf1:getSubscriberAllService>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:getSubscriberAllServiceResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode><subscriber><attribute><key>usrIdentifier</key><value>008615800000007</value></attribute></subscriber><subscribedService><attribute><key>ServiceCode</key><value>qq</value></attribute><attribute><key>ServiceBillingType</key><value>1</value></attribute><attribute><key>ServiceStartDateTime</key><value>20160922023931</value></attribute><attribute><key>ServiceEndDateTime</key><value>20161010222222</value></attribute><attribute><key>ServiceUsageState</key><value>2</value></attribute></subscribedService></result></ns3:getSubscriberAllServiceResponse></S:Body></S:Envelope>",""
"internal","node11609220239330328CAI3G1_2","/1","","pcSubscriberId=008615800000007","READ","SUCCESSFUL","admin","node1","","{http://schemas.ericsson.com/ma/SAPC/}GetSAPCSubscription","2016-09-22 02.39.33.995","00 00:00:00.000","0","","JOBID=915;",""
"internal","node11609220239330328CAI3G1_2","/2","","","GET","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.33.995","00 00:00:00.003","0","","",""
"southbound","node11609220239330328CAI3G1_2","/2/1","","","SEARCH","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.33.996","00 00:00:00.001","0","dn: serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000007
CDC: 17
SOpInf: operateTime:20150402000022
SOpInf: ulu_100G_1_01:101
SOpInf: ulu_100G_1_02:102
SOpInf: ulu_100G_1_03:103
SOpInf: ulu_100G_2_01:201
SOpInf: ulu_100G_3_01:301
SOpInf: ulu_100G_3_02:302
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000007
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
CharP: online

dn: GrpId=Silver
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage
StartD: 22-09-2016T02:39:31
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq
StartD: 22-09-2016T02:39:31
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_100G
StartD: 23-03-2015T00:00:33
Gprio: 200
GrpId: sp_100G
EndD: 24-03-2015T00:00:44
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",""
"northbound","node11609220239340329CAI3G1_2","","","ISDN=008615800000007","Set","SUCCESSFUL","admin","node1","CAI3G1_2","SAPC@http://www.chinamobile.com/PCRF/","2016-09-22 02.39.34.046","00 00:00:00.096","0","<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
          <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:unsubscribeUsrSessionPolicy>
         <inPara>
            <subscriber>
            <attribute>
             <key>usrIdentifier</key>
                  <value>008615800000007</value>
               </attribute>
            </subscriber>
			<subscribedUsrSessionPolicy>
               <attribute>
                  <key>usrSessionPolicyCode</key>
                  <value>100G</value>
               </attribute>
                    <attribute>
                  <key>operateTime</key>
                  <value>20150402000011</value>
               </attribute>
            </subscribedUsrSessionPolicy>
         </inPara>
      </pcrf1:unsubscribeUsrSessionPolicy>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:unsubscribeUsrSessionPolicyResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode></result></ns3:unsubscribeUsrSessionPolicyResponse></S:Body></S:Envelope>",""
"internal","node11609220239340329CAI3G1_2","/1","","pcSubscriberId=008615800000007","UPDATE","SUCCESSFUL","admin","node1","","{http://schemas.ericsson.com/ma/SAPC/}SetSAPCSubscription","2016-09-22 02.39.34.113","00 00:00:00.001","0","<?xml version=""1.0"" encoding=""ISO-8859-1"" standalone=""yes""?>
<SetSAPCSubscription xmlns=""http://schemas.ericsson.com/ma/SAPC/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" pcSubscriberId=""008615800000007"">
<pcGroup pcGroupId=""sp_100G"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""nc_100G:1"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""tt_100G:phone2"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_1_01:101"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_1_02:102"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_1_03:103"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_2_01:201"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_3_01:301"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_3_02:302"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""operateTime:20150402000022"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""operateTime:20150402000011"">
<pcOperatorSpecificInfo>operateTime:20150402000011</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
</SetSAPCSubscription>","JOBID=920;",""
"internal","node11609220239340329CAI3G1_2","/2","","","GET","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.115","00 00:00:00.003","0","","",""
"southbound","node11609220239340329CAI3G1_2","/2/1","","","SEARCH","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.115","00 00:00:00.002","0","dn: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
mscId: 008615800000007
objectClass: top
objectClass: CUDBMultiServiceConsumer

dn: serv=PCRF
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000007
CDC: 17
SOpInf: operateTime:20150402000022
SOpInf: ulu_100G_1_01:101
SOpInf: ulu_100G_1_02:102
SOpInf: ulu_100G_1_03:103
SOpInf: ulu_100G_2_01:201
SOpInf: ulu_100G_3_01:301
SOpInf: ulu_100G_3_02:302
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000007
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
CharP: online

dn: GrpId=Silver,serv=PCRF
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage,serv=PCRF
StartD: 22-09-2016T02:39:31
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq,serv=PCRF
StartD: 22-09-2016T02:39:31
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_100G,serv=PCRF
StartD: 23-03-2015T00:00:33
Gprio: 200
GrpId: sp_100G
EndD: 24-03-2015T00:00:44
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G,serv=PCRF
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",""
"internal","node11609220239340329CAI3G1_2","/3","","","MODIFY","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.118","00 00:00:00.008","0","","",""
"southbound","node11609220239340329CAI3G1_2","/3/1","","","MODIFY","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.119","00 00:00:00.006","0","dn: serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: modify
replace: GrpId
GrpId: Silver
GrpId: Outpackage
GrpId: pg_qq
GrpId: sp_20G
-
replace: SOpInf
SOpInf: operateTime:20150402000011
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
-
replace: CDC
CDC: 17
-
replace: CDC
CDC: 18","",""
"internal","node11609220239340329CAI3G1_2","/4","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.126","00 00:00:00.013","0","","",""
"southbound","node11609220239340329CAI3G1_2","/4/1","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.126","00 00:00:00.013","0","dn: GrpId=sp_100G,serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: delete","",""
"northbound","node11609220239340330CAI3G1_2","","","ISDN=008615800000007","Get","SUCCESSFUL","admin","node1","CAI3G1_2","SAPC@http://www.chinamobile.com/PCRF/","2016-09-22 02.39.34.178","00 00:00:00.033","0","<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:getSubscriberAllUsrSessionPolicy>
         <inPara>
            <subscriber>
               
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000007</value>
               </attribute>
            </subscriber>
         </inPara>
      </pcrf1:getSubscriberAllUsrSessionPolicy>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:getSubscriberAllUsrSessionPolicyResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode><subscriber><attribute><key>usrIdentifier</key><value>008615800000007</value></attribute></subscriber><subscribedUsrSessionPolicy><attribute><key>usrSessionPolicyCode</key><value>20G</value></attribute><attribute><key>NotificationCycle</key><value>1</value></attribute><attribute><key>TerminalType</key><value>phone2</value></attribute><attribute><key>SessionPolicyStartDateTime</key><value>20150323000000</value></attribute><attribute><key>SessionPolicyEndDateTime</key><value>20150324000000</value></attribute></subscribedUsrSessionPolicy></result></ns3:getSubscriberAllUsrSessionPolicyResponse></S:Body></S:Envelope>",""
"internal","node11609220239340330CAI3G1_2","/1","","pcSubscriberId=008615800000007","READ","SUCCESSFUL","admin","node1","","{http://schemas.ericsson.com/ma/SAPC/}GetSAPCSubscription","2016-09-22 02.39.34.199","00 00:00:00.000","0","","JOBID=922;",""
"internal","node11609220239340330CAI3G1_2","/2","","","GET","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.199","00 00:00:00.003","0","","",""
"southbound","node11609220239340330CAI3G1_2","/2/1","","","SEARCH","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.199","00 00:00:00.002","0","dn: serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000007
CDC: 18
SOpInf: operateTime:20150402000011
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000007
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_qq
GrpId: sp_20G
CharP: online

dn: GrpId=Silver
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage
StartD: 22-09-2016T02:39:31
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq
StartD: 22-09-2016T02:39:31
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",""
"northbound","node11609220239340331CAI3G1_2","","","ISDN=008615800000007","Delete","SUCCESSFUL","admin","node1","CAI3G1_2","SAPC@http://www.chinamobile.com/PCRF/","2016-09-22 02.39.34.247","00 00:00:00.110","0","<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:delSubscriber>
         <inPara>
            <subscriber>
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000007</value>
               </attribute>
               <attribute>
                  <key>operateTime</key>
                  <value>20150401000000</value>
               </attribute>
            </subscriber>
         </inPara>
      </pcrf1:delSubscriber>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:delSubscriberResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode></result></ns3:delSubscriberResponse></S:Body></S:Envelope>",""
"internal","node11609220239340331CAI3G1_2","/1","","pcSubscriberId=008615800000007","DELETE","SUCCESSFUL","admin","node1","","{http://schemas.ericsson.com/ma/SAPC/}DeleteSAPCSubscription","2016-09-22 02.39.34.252","00 00:00:00.000","0","","JOBID=923;",""
"internal","node11609220239340331CAI3G1_2","/2","","","GET","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.252","00 00:00:00.003","0","","",""
"southbound","node11609220239340331CAI3G1_2","/2/1","","","SEARCH","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.253","00 00:00:00.001","0","dn: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
mscId: 008615800000007
objectClass: top
objectClass: CUDBMultiServiceConsumer

dn: serv=PCRF
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000007
CDC: 18
SOpInf: operateTime:20150402000011
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000007
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_qq
GrpId: sp_20G
CharP: online

dn: GrpId=Silver,serv=PCRF
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage,serv=PCRF
StartD: 22-09-2016T02:39:31
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq,serv=PCRF
StartD: 22-09-2016T02:39:31
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G,serv=PCRF
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",""
"internal","node11609220239340331CAI3G1_2","/3","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.257","00 00:00:00.016","0","","",""
"southbound","node11609220239340331CAI3G1_2","/3/1","","","SEARCH","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.258","00 00:00:00.001","0","dn: TRAFFICID=usrIdentifier:008615800000007,dc=trafficId,ou=identities,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: objectClass=*
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: NEVER
DerefLink: False","dn: TRAFFICID=usrIdentifier:008615800000007,dc=trafficId,ou=identities,dc=operator,dc=com
aliasedObjectName: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
objectClass: top
objectClass: alias
objectClass: TRAFFICID
TRAFFICID: usrIdentifier:008615800000007

",""
"southbound","node11609220239340331CAI3G1_2","/3/2","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.259","00 00:00:00.013","0","dn: TRAFFICID=usrIdentifier:008615800000007,dc=trafficId,ou=identities,dc=operator,dc=com
changetype: delete","",""
"internal","node11609220239340331CAI3G1_2","/4","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.273","00 00:00:00.008","0","","",""
"southbound","node11609220239340331CAI3G1_2","/4/1","","","SEARCH","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.273","00 00:00:00.002","0","dn: TRAFFICID=usrIMSI:460000000000011,dc=trafficId,ou=identities,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: objectClass=*
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: NEVER
DerefLink: False","dn: TRAFFICID=usrIMSI:460000000000011,dc=trafficId,ou=identities,dc=operator,dc=com
aliasedObjectName: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
objectClass: top
objectClass: alias
objectClass: TRAFFICID
TRAFFICID: usrIMSI:460000000000011

",""
"southbound","node11609220239340331CAI3G1_2","/4/2","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.275","00 00:00:00.005","0","dn: TRAFFICID=usrIMSI:460000000000011,dc=trafficId,ou=identities,dc=operator,dc=com
changetype: delete","",""
"internal","node11609220239340331CAI3G1_2","/5","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.281","00 00:00:00.012","0","","",""
"southbound","node11609220239340331CAI3G1_2","/5/1","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.281","00 00:00:00.011","0","dn: GrpId=Silver,serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: delete","",""
"internal","node11609220239340331CAI3G1_2","/6","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.293","00 00:00:00.012","0","","",""
"southbound","node11609220239340331CAI3G1_2","/6/1","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.293","00 00:00:00.012","0","dn: GrpId=Outpackage,serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: delete","",""
"internal","node11609220239340331CAI3G1_2","/7","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.305","00 00:00:00.006","0","","",""
"southbound","node11609220239340331CAI3G1_2","/7/1","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.305","00 00:00:00.005","0","dn: GrpId=pg_qq,serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: delete","",""
"internal","node11609220239340331CAI3G1_2","/8","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.311","00 00:00:00.012","0","","",""
"southbound","node11609220239340331CAI3G1_2","/8/1","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.311","00 00:00:00.012","0","dn: GrpId=sp_20G,serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: delete","",""
"internal","node11609220239340331CAI3G1_2","/9","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.323","00 00:00:00.010","0","","",""
"southbound","node11609220239340331CAI3G1_2","/9/1","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.323","00 00:00:00.010","0","dn: serv=PCRF,mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: delete","",""
"internal","node11609220239340331CAI3G1_2","/10","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.333","00 00:00:00.008","0","","",""
"southbound","node11609220239340331CAI3G1_2","/10/1","","","SEARCH","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.333","00 00:00:00.002","0","dn: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: objectClass=*
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: NEVER
DerefLink: False","dn: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
mscId: 008615800000007
objectClass: top
objectClass: CUDBMultiServiceConsumer

",""
"southbound","node11609220239340331CAI3G1_2","/10/2","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.335","00 00:00:00.005","0","dn: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
changetype: delete","",""
"internal","node11609220239340331CAI3G1_2","/11","","","REMOVE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.341","00 00:00:00.012","0","","",""
"southbound","node11609220239340331CAI3G1_2","/11/1","","","SEARCH","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.341","00 00:00:00.001","0","dn: TRAFFICID=008615800000007,dc=trafficId,ou=identities,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: objectClass=*
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: NEVER
DerefLink: False","dn: TRAFFICID=008615800000007,dc=trafficId,ou=identities,dc=operator,dc=com
aliasedObjectName: mscId=008615800000007,ou=multiSCs,dc=operator,dc=com
objectClass: top
objectClass: alias
objectClass: TRAFFICID
TRAFFICID: 008615800000007

",""
"southbound","node11609220239340331CAI3G1_2","/11/2","","","DELETE","SUCCESSFUL","","node1","LDAP","sapc_cudb","2016-09-22 02.39.34.343","00 00:00:00.010","0","dn: TRAFFICID=008615800000007,dc=trafficId,ou=identities,dc=operator,dc=com
changetype: delete","",""
